Customer_ID,Order_Date,Region,Product,Revenue,Cost,Discount,Return_Status
CUST00112,2025-01-07 02:15:23.224644,West,Product C,4909.15,2895.53,0.074,False
CUST00113,2025-01-07 03:33:44.324864,West,Product C,4955.32,2673.84,0.158,False
CUST00114,2025-01-07 04:52:05.425085,East,Product A,4698.09,2431.12,0.008,False
CUST00115,2025-01-07 06:10:26.525305,West,Product C,6075.88,3910.11,0.086,False
CUST00116,2025-01-07 07:28:47.625525,West,Product B,4413.66,2996.54,0.076,False
CUST00117,2025-01-07 08:47:08.725745,North,Product B,4407.81,3029.73,0.13,False
CUST00118,2025-01-07 10:05:29.825965,West,Product C,6696.79,4176.12,0.193,False
CUST00119,2025-01-07 11:23:50.926185,South,Product A,5782.28,2952.17,0.102,False
CUST00120,2025-01-07 12:42:12.026405,West,Product A,3091.91,2004.09,0.197,False
CUST00121,2025-01-07 14:00:33.126625,West,Product D,4547.79,2374.03,0.06,False
CUST00122,2025-01-07 15:18:54.226845,South,Product A,3550.41,2250.78,0.006,False
CUST00123,2025-01-07 16:37:15.327065,North,Product B,4239.45,2780.54,0.033,False
CUST00124,2025-01-07 17:55:36.427285,North,Product D,2489.19,1605.96,0.079,False
CUST00125,2025-01-07 19:13:57.527505,South,Product C,4890.41,3376.22,0.063,False
CUST00126,2025-01-07 20:32:18.627725,West,Product B,4086.45,2646.5,0.019,False
CUST00127,2025-01-07 21:50:39.727945,West,Product A,5047.92,3223.82,0.087,False
CUST00128,2025-01-07 23:09:00.828165,North,Product A,3699.9,2043.64,0.068,False
CUST00129,2025-01-08 00:27:21.928385,South,Product D,5066.33,3470.2,0.025,False
CUST00130,2025-01-08 01:45:43.028605,South,Product B,4668.07,2501.66,0.059,False
CUST00131,2025-01-08 03:04:04.128825,North,Product B,6201.56,4223.14,0.177,False
CUST00132,2025-01-08 04:22:25.229045,North,Product A,6129.09,3447.81,0.06,False
CUST00133,2025-01-08 05:40:46.329265,South,Product A,5628.28,2960.66,0.143,False
CUST00134,2025-01-08 06:59:07.429485,West,Product D,4738.71,3152.84,0.122,False
CUST00135,2025-01-08 08:17:28.529705,South,Product B,6588.3,3297.44,0.085,False
CUST00136,2025-01-08 09:35:49.629925,South,Product C,3757.57,2504.11,0.048,False
CUST00137,2025-01-08 10:54:10.730146,East,Product A,3877.15,2141.98,0.074,False
CUST00138,2025-01-08 12:12:31.830366,South,Product C,4932.97,3339.35,0.118,False
CUST00139,2025-01-08 13:30:52.930586,West,Product D,6803.23,4342.47,0.07,False
CUST00140,2025-01-08 14:49:14.030806,West,Product B,4838.13,3063.68,0.043,False
CUST00141,2025-01-08 16:07:35.131026,North,Product A,4853.4,2781.31,0.023,False
CUST00142,2025-01-08 17:25:56.231246,South,Product B,3846.47,1968.93,0.176,True
CUST00143,2025-01-08 18:44:17.331466,South,Product C,5756.74,3834.08,0.088,False
CUST00144,2025-01-08 20:02:38.431686,North,Product B,5762.54,3078.24,0.125,False
CUST00145,2025-01-08 21:20:59.531906,North,Product D,5631.26,3234.89,0.098,False
CUST00146,2025-01-08 22:39:20.632126,East,Product C,4496.62,2788.23,0.175,False
CUST00147,2025-01-08 23:57:41.732346,South,Product D,4434.63,2645.04,0.109,False
CUST00148,2025-01-09 01:16:02.832566,North,Product C,3965.5,2140.31,0.096,False
CUST00149,2025-01-09 02:34:23.932786,North,Product A,5067.1,2676.05,0.185,False
CUST00150,2025-01-09 03:52:45.033006,West,Product A,4135.67,2169.78,0.144,False
CUST00151,2025-01-09 05:11:06.133226,North,Product A,4058.07,2729.46,0.022,False
CUST00152,2025-01-09 06:29:27.233446,North,Product D,4661.05,2359.94,0.036,True
CUST00153,2025-01-09 07:47:48.333666,South,Product C,4608.68,3204.89,0.157,False
CUST00154,2025-01-09 09:06:09.433886,West,Product C,4569.62,2466.25,0.167,False
CUST00155,2025-01-09 10:24:30.534106,North,Product A,5373.16,2805.13,0.109,True
CUST00156,2025-01-09 11:42:51.634326,East,Product A,5063.24,3115.89,0.111,False
CUST00157,2025-01-09 13:01:12.734546,East,Product C,4769.48,2461.04,0.126,False
CUST00158,2025-01-09 14:19:33.834766,North,Product B,5146.41,3193.3,0.088,False
CUST00159,2025-01-09 15:37:54.934986,East,Product A,4206.78,2819.07,0.136,False
CUST00160,2025-01-09 16:56:16.035207,South,Product C,5084.22,2590.82,0.022,False
CUST00161,2025-01-09 18:14:37.135427,East,Product A,5120.48,3379.38,0.192,False
CUST00162,2025-01-09 19:32:58.235647,East,Product A,3797.56,2198.39,0.15,True
CUST00163,2025-01-09 20:51:19.335867,South,Product B,5796.56,3083.18,0.126,False
CUST00164,2025-01-09 22:09:40.436087,North,Product A,4294.85,2298.69,0.063,False
CUST00165,2025-01-09 23:28:01.536307,West,Product D,5072.25,3468.16,0.032,False
CUST00166,2025-01-10 00:46:22.636527,South,Product A,5931.53,3096.98,0.082,False
CUST00167,2025-01-10 02:04:43.736747,North,Product A,5740.54,3865.43,0.132,False
CUST00168,2025-01-10 03:23:04.836967,North,Product A,5027.47,3060.97,0.127,False
CUST00169,2025-01-10 04:41:25.937187,South,Product C,4710.0,2391.79,0.077,False
CUST00170,2025-01-10 05:59:47.037407,East,Product B,5758.01,3413.9,0.123,False
CUST00171,2025-01-10 07:18:08.137627,North,Product B,5539.76,3675.57,0.163,False
CUST00172,2025-01-10 08:36:29.237847,South,Product A,4505.31,2907.01,0.005,False
CUST00173,2025-01-10 09:54:50.338067,North,Product A,4364.09,2608.66,0.09,False
CUST00174,2025-01-10 11:13:11.438287,East,Product B,3342.12,2245.94,0.152,False
CUST00175,2025-01-10 12:31:32.538507,North,Product C,5123.23,2684.94,0.109,False
CUST00176,2025-01-10 13:49:53.638727,East,Product D,4933.84,3364.82,0.13,False
CUST00177,2025-01-10 15:08:14.738947,South,Product A,5908.95,3954.79,0.103,False
CUST00178,2025-01-10 16:26:35.839167,West,Product B,5287.24,3392.59,0.198,False
CUST00179,2025-01-10 17:44:56.939387,North,Product D,6067.38,4026.18,0.011,False
CUST00180,2025-01-10 19:03:18.039607,South,Product B,4442.11,2704.19,0.098,False
CUST00181,2025-01-10 20:21:39.139827,North,Product C,5910.52,3753.37,0.018,False
CUST00182,2025-01-10 21:40:00.240048,West,Product A,4576.87,2801.59,0.032,False
CUST00183,2025-01-10 22:58:21.340268,West,Product D,5622.08,3210.69,0.077,False
CUST00184,2025-01-11 00:16:42.440488,North,Product C,3832.99,2352.58,0.031,True
CUST00185,2025-01-11 01:35:03.540708,East,Product D,5188.11,2861.21,0.193,False
CUST00186,2025-01-11 02:53:24.640928,West,Product C,3412.25,2006.59,0.189,False
CUST00187,2025-01-11 04:11:45.741148,South,Product B,4786.29,2661.92,0.067,False
CUST00188,2025-01-11 05:30:06.841368,South,Product D,5352.28,2807.69,0.128,False
CUST00189,2025-01-11 06:48:27.941588,North,Product A,4583.23,2586.65,0.107,False
CUST00190,2025-01-11 08:06:49.041808,North,Product A,4159.65,2788.62,0.163,True
CUST00191,2025-01-11 09:25:10.142028,West,Product C,5676.89,3271.12,0.125,False
CUST00192,2025-01-11 10:43:31.242248,West,Product C,4917.23,3194.24,0.0,False
CUST00193,2025-01-11 12:01:52.342468,East,Product D,4608.34,2465.65,0.153,False
CUST00194,2025-01-11 13:20:13.442688,South,Product A,5033.52,2944.02,0.149,False
CUST00195,2025-01-11 14:38:34.542908,South,Product C,7109.34,3717.98,0.102,False
CUST00196,2025-01-11 15:56:55.643128,East,Product C,5922.8,3125.61,0.181,False
CUST00197,2025-01-11 17:15:16.743348,West,Product A,5930.06,3697.32,0.182,False
CUST00198,2025-01-11 18:33:37.843568,West,Product B,5348.44,3324.03,0.105,False
CUST00199,2025-01-11 19:51:58.943788,East,Product A,5133.19,2785.65,0.122,False
CUST00200,2025-01-11 21:10:20.044008,East,Product A,3083.13,1834.11,0.199,False
CUST00201,2025-01-11 22:28:41.144228,North,Product D,4456.82,2997.93,0.06,False
CUST00202,2025-01-11 23:47:02.244448,North,Product C,4615.54,2468.58,0.065,True
CUST00203,2025-01-12 01:05:23.344668,West,Product C,3500.09,1763.49,0.037,False
CUST00204,2025-01-12 02:23:44.444888,East,Product D,4074.07,2568.29,0.179,False
CUST00205,2025-01-12 03:42:05.545109,North,Product B,3415.33,1744.21,0.149,False
CUST00206,2025-01-12 05:00:26.645329,North,Product C,4969.34,3458.6,0.021,False
CUST00207,2025-01-12 06:18:47.745549,East,Product B,5655.01,3516.99,0.196,False
CUST00208,2025-01-12 07:37:08.845769,North,Product D,5885.42,3496.41,0.146,False
CUST00209,2025-01-12 08:55:29.945989,North,Product A,5331.83,3124.44,0.17,False
CUST00210,2025-01-12 10:13:51.046209,South,Product D,4229.28,2599.38,0.01,False
CUST00211,2025-01-12 11:32:12.146429,East,Product A,3454.35,1789.78,0.101,False
CUST00212,2025-01-12 12:50:33.246649,East,Product A,3594.51,2465.84,0.14,False
CUST00213,2025-01-12 14:08:54.346869,North,Product C,3984.81,2491.02,0.109,False
CUST00214,2025-01-12 15:27:15.447089,East,Product B,4288.91,2302.27,0.133,False
CUST00215,2025-01-12 16:45:36.547309,North,Product C,4872.2,2984.3,0.164,False
CUST00216,2025-01-12 18:03:57.647529,South,Product B,4188.67,2205.97,0.075,False
CUST00217,2025-01-12 19:22:18.747749,East,Product C,5271.18,2654.1,0.17,False
CUST00218,2025-01-12 20:40:39.847969,East,Product A,4814.18,3014.18,0.033,False
CUST00219,2025-01-12 21:59:00.948189,West,Product A,5008.44,3153.8,0.054,False
CUST00220,2025-01-12 23:17:22.048409,East,Product A,5912.2,3646.29,0.009,False
CUST00221,2025-01-13 00:35:43.148629,South,Product B,4055.81,2176.74,0.073,False
CUST00222,2025-01-13 01:54:04.248849,North,Product A,5334.96,3311.34,0.076,False
CUST00223,2025-01-13 03:12:25.349069,South,Product B,4988.82,2550.8,0.161,False
CUST00224,2025-01-13 04:30:46.449289,North,Product B,4733.21,2943.34,0.131,False
CUST00225,2025-01-13 05:49:07.549509,North,Product A,5708.21,3486.59,0.087,False
CUST00226,2025-01-13 07:07:28.649729,West,Product B,5703.21,3599.02,0.13,True
CUST00227,2025-01-13 08:25:49.749949,South,Product D,4242.81,2881.27,0.011,False
CUST00228,2025-01-13 09:44:10.850170,West,Product A,4854.27,3252.71,0.036,False
CUST00229,2025-01-13 11:02:31.950390,East,Product B,5224.97,3637.26,0.125,False
CUST00230,2025-01-13 12:20:53.050610,East,Product C,4781.59,3324.4,0.128,False
CUST00231,2025-01-13 13:39:14.150830,South,Product B,5468.02,3578.62,0.155,False
CUST00232,2025-01-13 14:57:35.251050,South,Product C,5224.95,3611.93,0.081,False
CUST00233,2025-01-13 16:15:56.351270,South,Product B,6466.05,4354.6,0.145,False
CUST00234,2025-01-13 17:34:17.451490,North,Product B,3775.78,2437.33,0.137,False
CUST00235,2025-01-13 18:52:38.551710,East,Product A,4902.05,2524.93,0.193,False
CUST00236,2025-01-13 20:10:59.651930,North,Product C,4273.2,2178.52,0.043,False
CUST00237,2025-01-13 21:29:20.752150,North,Product C,5483.29,3660.2,0.11,False
CUST00238,2025-01-13 22:47:41.852370,East,Product A,3706.26,2216.09,0.12,False
CUST00239,2025-01-14 00:06:02.952590,North,Product B,5277.05,3498.27,0.2,False
CUST00240,2025-01-14 01:24:24.052810,West,Product D,4495.96,2529.35,0.04,False
CUST00241,2025-01-14 02:42:45.153030,West,Product B,4412.67,2557.27,0.105,False
CUST00242,2025-01-14 04:01:06.253250,West,Product B,3842.8,2459.54,0.069,False
CUST00243,2025-01-14 05:19:27.353470,South,Product D,4627.94,3161.18,0.105,True
CUST00244,2025-01-14 06:37:48.453690,North,Product C,5867.6,3036.79,0.046,False
CUST00245,2025-01-14 07:56:09.553910,West,Product B,4979.85,3347.93,0.01,False
CUST00246,2025-01-14 09:14:30.654130,South,Product C,5502.14,3623.73,0.115,False
CUST00247,2025-01-14 10:32:51.754350,West,Product D,6331.71,3565.44,0.067,False
CUST00248,2025-01-14 11:51:12.854570,West,Product B,5211.0,2975.71,0.036,False
CUST00249,2025-01-14 13:09:33.954790,West,Product B,4552.96,2318.79,0.065,False
CUST00250,2025-01-14 14:27:55.055011,North,Product B,5373.8,2703.82,0.01,False
CUST00251,2025-01-14 15:46:16.155231,South,Product D,4564.56,2717.75,0.19,False
CUST00252,2025-01-14 17:04:37.255451,West,Product C,4596.46,2386.06,0.116,False
CUST00253,2025-01-14 18:22:58.355671,South,Product A,3784.09,2038.87,0.163,False
CUST00254,2025-01-14 19:41:19.455891,North,Product D,5741.01,3842.76,0.085,False
CUST00255,2025-01-14 20:59:40.556111,South,Product B,4691.2,2881.36,0.181,False
CUST00256,2025-01-14 22:18:01.656331,West,Product A,5145.68,3224.93,0.097,False
CUST00257,2025-01-14 23:36:22.756551,East,Product B,4171.23,2242.02,0.115,False
CUST00258,2025-01-15 00:54:43.856771,South,Product B,5348.76,3560.84,0.098,False
CUST00259,2025-01-15 02:13:04.956991,North,Product D,4390.45,2957.39,0.147,False
CUST00260,2025-01-15 03:31:26.057211,East,Product A,4886.63,2954.78,0.113,True
CUST00261,2025-01-15 04:49:47.157431,West,Product C,5702.26,3891.86,0.054,True
CUST00262,2025-01-15 06:08:08.257651,North,Product B,5632.61,3768.02,0.029,False
CUST00263,2025-01-15 07:26:29.357871,South,Product A,4982.38,3219.93,0.121,False
CUST00264,2025-01-15 08:44:50.458091,West,Product D,3585.5,2319.15,0.098,False
CUST00265,2025-01-15 10:03:11.558311,East,Product B,7394.25,3852.99,0.019,False
CUST00266,2025-01-15 11:21:32.658531,East,Product A,6396.69,3544.83,0.079,False
CUST00267,2025-01-15 12:39:53.758751,East,Product B,5578.14,2863.65,0.103,False
CUST00268,2025-01-15 13:58:14.858971,South,Product D,4397.44,2206.35,0.165,False
CUST00269,2025-01-15 15:16:35.959191,North,Product A,4909.13,2610.0,0.015,True
CUST00270,2025-01-15 16:34:57.059411,West,Product A,4565.26,3086.56,0.07,False
CUST00271,2025-01-15 17:53:18.159631,West,Product A,6011.08,3293.92,0.165,False
CUST00272,2025-01-15 19:11:39.259851,West,Product A,5210.0,3615.9,0.13,False
CUST00273,2025-01-15 20:30:00.360072,West,Product C,4372.67,2708.69,0.058,False
CUST00274,2025-01-15 21:48:21.460292,South,Product B,4623.4,2531.09,0.169,False
CUST00275,2025-01-15 23:06:42.560512,South,Product A,5896.95,3534.79,0.099,False
CUST00276,2025-01-16 00:25:03.660732,East,Product A,6280.08,3415.23,0.1,False
CUST00277,2025-01-16 01:43:24.760952,East,Product A,6222.67,4335.92,0.195,False
CUST00278,2025-01-16 03:01:45.861172,East,Product D,5605.63,3752.7,0.189,False
CUST00279,2025-01-16 04:20:06.961392,East,Product A,4797.9,2424.13,0.072,False
CUST00280,2025-01-16 05:38:28.061612,West,Product D,2406.79,1659.61,0.028,False
CUST00281,2025-01-16 06:56:49.161832,South,Product B,5237.73,3374.21,0.065,False
CUST00282,2025-01-16 08:15:10.262052,South,Product A,4998.54,2581.63,0.006,False
CUST00283,2025-01-16 09:33:31.362272,North,Product D,5111.99,3241.65,0.004,False
CUST00284,2025-01-16 10:51:52.462492,South,Product B,5043.12,3174.06,0.079,False
CUST00285,2025-01-16 12:10:13.562712,North,Product C,3938.99,2141.86,0.188,False
CUST00286,2025-01-16 13:28:34.662932,South,Product D,5445.93,3549.05,0.174,False
CUST00287,2025-01-16 14:46:55.763152,South,Product A,5505.77,2848.76,0.102,False
CUST00288,2025-01-16 16:05:16.863372,North,Product A,5545.87,3315.82,0.113,False
CUST00289,2025-01-16 17:23:37.963592,South,Product C,5757.26,2890.06,0.001,False
CUST00290,2025-01-16 18:41:59.063812,North,Product A,5483.24,3803.98,0.043,False
CUST00291,2025-01-16 20:00:20.164032,North,Product A,4671.98,3038.25,0.005,False
CUST00292,2025-01-16 21:18:41.264252,West,Product A,4943.33,2628.72,0.151,False
CUST00293,2025-01-16 22:37:02.364472,South,Product A,5072.9,2883.11,0.029,False
CUST00294,2025-01-16 23:55:23.464692,North,Product C,5086.16,2706.41,0.174,False
CUST00295,2025-01-17 01:13:44.564912,South,Product A,5798.57,3788.34,0.129,False
CUST00296,2025-01-17 02:32:05.665133,East,Product B,5514.94,2822.43,0.046,False
CUST00297,2025-01-17 03:50:26.765353,North,Product C,6661.87,4450.67,0.032,False
CUST00298,2025-01-17 05:08:47.865573,East,Product B,6765.18,4657.41,0.126,False
CUST00299,2025-01-17 06:27:08.965793,North,Product A,5063.72,3217.11,0.18,False
CUST00300,2025-01-17 07:45:30.066013,North,Product C,1930.68,1047.57,0.144,False
CUST00301,2025-01-17 09:03:51.166233,South,Product A,5989.47,3426.08,0.07,False
CUST00302,2025-01-17 10:22:12.266453,South,Product C,4567.7,2719.83,0.117,True
CUST00303,2025-01-17 11:40:33.366673,East,Product D,4358.81,2706.5,0.062,False
CUST00304,2025-01-17 12:58:54.466893,East,Product B,4681.24,2966.66,0.2,False
CUST00305,2025-01-17 14:17:15.567113,West,Product B,4642.69,2835.95,0.15,False
CUST00306,2025-01-17 15:35:36.667333,South,Product B,5489.82,3130.64,0.123,False
CUST00307,2025-01-17 16:53:57.767553,South,Product B,3752.45,2544.85,0.085,True
CUST00308,2025-01-17 18:12:18.867773,East,Product D,4137.82,2136.27,0.124,False
CUST00309,2025-01-17 19:30:39.967993,North,Product D,5274.53,3129.12,0.068,True
CUST00310,2025-01-17 20:49:01.068213,South,Product A,5498.36,3602.04,0.006,False
CUST00311,2025-01-17 22:07:22.168433,North,Product C,5513.23,2823.74,0.079,False
CUST00312,2025-01-17 23:25:43.268653,North,Product D,4370.37,2801.7,0.186,False
CUST00313,2025-01-18 00:44:04.368873,West,Product D,4217.39,2800.1,0.125,False
CUST00314,2025-01-18 02:02:25.469093,West,Product B,4594.69,2904.61,0.017,False
CUST00315,2025-01-18 03:20:46.569313,East,Product B,5191.9,2609.38,0.177,False
